Local Multi Thread,Cores: 32,3286479958,3247993237,3269402677,3271110650,3255994202,3259489833,3266891586,3261608647,3290525163,3286696526,3258467472,3248580700,3284821756,3271820313,3264149165
Local Multi Thread,Cores: 64,2122372873,1976643739,1960449324,1967543807,1952305090,1998818969,1947619933,2027979086,1967222551,1968875172,1969188611,1992572380,1984151726,1979573036,2013055697
Local Multi Thread,Cores: 96,2021331974,2274512545,2057883466,2019382075,2041612977,1960607634,1986554488,1966485636,2006380594,2003553352,2864165144,1997938125,1967772871,2004041424,2014260368
Local Multi Thread,Cores: 128,2154596734,2072632282,2156470196,2059632394,1978781140,2030679310,2058796394,1975567871,2035482279,2088598474,2014175958,1988595969,2015665046,2044161755,2873301845
