32,61664946443,62099505072,2624386966,1,23.50,23.66
64,61664946443,62099505072,1929444240,1,31.96,32.19
96,61664946443,62099505072,2071291226,1,29.77,29.98
128,61664946443,62099505072,2258290927,1,27.31,27.50
