10,103274229713,98124999566,29975102240,0,3.45,3.27
500,98219604773,98470596840,30102396820,1,3.26,3.27
2000,98406240500,98246433913,33087034006,0,2.97,2.97
5000,98308865613,98259351320,29146797706,0,3.37,3.37
10000,98374455693,98352247533,35949277740,0,2.74,2.74
