10,61910889559,64850438743,2127877437,1,29.10,30.48
500,61764379274,62151612433,2011502115,1,30.71,30.90
2000,61724999759,62231431630,4154102824,1,14.86,14.98
5000,61766144344,62232291794,8013209229,1,7.71,7.77
10000,61888211631,62059174888,15733254975,1,3.93,3.94
